rate,period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
KK_RFR_BTGUSD_SGP,Q22020,index_fixing,"bfnx,cexi",btg,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BTTUSD,Q22020,real_time,"bfnx,cexi",btt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BTTUSD_LDN,Q22020,index_fixing,"bfnx,cexi",btt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BTTUSD_LDNLF,Q22020,index_fixing,"bfnx,cexi",btt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BTTUSD_NYC,Q22020,index_fixing,"bfnx,cexi",btt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_BTTUSD_SGP,Q22020,index_fixing,"bfnx,cexi",btt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CHZUSD,Q22020,real_time,bfnx,chz,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CHZUSD_LDN,Q22020,index_fixing,bfnx,chz,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CHZUSD_LDNLF,Q22020,index_fixing,bfnx,chz,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CHZUSD_NYC,Q22020,index_fixing,bfnx,chz,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CHZUSD_SGP,Q22020,index_fixing,bfnx,chz,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CVXUSD,Q22020,real_time,cucy,cvx,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CVXUSD_LDN,Q22020,index_fixing,cucy,cvx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CVXUSD_NYC,Q22020,index_fixing,cucy,cvx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_CVXUSD_SGP,Q22020,index_fixing,cucy,cvx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DAIUSD,Q22020,real_time,"bequ,bfnx,cbse,krkn,okcn",dai,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DAIUSD_LDN,Q22020,index_fixing,"bfnx,cbse,gmni,krkn,okcn",dai,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DAIUSD_NYC,Q22020,index_fixing,"bequ,bfnx,cbse,krkn,okcn",dai,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DAIUSD_SGP,Q22020,index_fixing,"bequ,bfnx,cbse,krkn,okcn",dai,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DASHUSD,Q22020,real_time,"bfnx,bnus,cbse,krkn",dash,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DASHUSD_LDN,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",dash,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DASHUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",dash,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DASHUSD_NYC,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",dash,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DASHUSD_SGP,Q22020,index_fixing,"bfnx,bnus,cbse,krkn",dash,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DCRUSDT_LDNLF,Q22020,index_fixing,"btrx,cnex,huob",dcr,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DGBUSD,Q22020,real_time,"bfnx,btrx",dgb,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DGBUSD_LDN,Q22020,index_fixing,"bfnx,btrx",dgb,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DGBUSD_NYC,Q22020,index_fixing,"bfnx,btrx",dgb,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DGBUSD_SGP,Q22020,index_fixing,"bfnx,btrx",dgb,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD,Q22020,real_time,"krkn,yobt",doge,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD_1S,Q22020,real_time,"krkn,yobt",doge,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD_LDN,Q22020,index_fixing,"krkn,yobt",doge,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD_LDNLF,Q22020,index_fixing,"krkn,yobt",doge,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD_NYC,Q22020,index_fixing,"krkn,yobt",doge,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DOGEUSD_SGP,Q22020,index_fixing,"krkn,yobt",doge,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DUSKUSD,Q22020,real_time,bfnx,dusk,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DUSKUSD_LDN,Q22020,index_fixing,bfnx,dusk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DUSKUSD_NYC,Q22020,index_fixing,bfnx,dusk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_DUSKUSD_SGP,Q22020,index_fixing,bfnx,dusk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ENJUSD,Q22020,real_time,"bnus,btrx",enj,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ENJUSD_LDN,Q22020,index_fixing,"bnus,btrx",enj,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ENJUSD_LDNLF,Q22020,index_fixing,"bnus,btrx",enj,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ENJUSD_NYC,Q22020,index_fixing,"bnus,btrx",enj,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ENJUSD_SGP,Q22020,index_fixing,"bnus,btrx",enj,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EOSUSD,Q22020,real_time,"bequ,bfnx,cbse,krkn",eos,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EOSUSD_LDN,Q22020,index_fixing,"bequ,bfnx,cbse,krkn",eos,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EOSUSD_LDNLF,Q22020,index_fixing,"bequ,bfnx,cbse,krkn",eos,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EOSUSD_NYC,Q22020,index_fixing,"bequ,bfnx,cbse,krkn",eos,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EOSUSD_SGP,Q22020,index_fixing,"bequ,bfnx,cbse,krkn",eos,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETCUSD,Q22020,real_time,"bfnx,bnus,btrx,cbse,krkn",etc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETCUSD_LDN,Q22020,index_fixing,"bfnx,bnus,btrx,cbse,krkn",etc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETCUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,btrx,cbse,krkn",etc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETCUSD_NYC,Q22020,index_fixing,"bfnx,bnus,btrx,cbse,krkn",etc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETCUSD_SGP,Q22020,index_fixing,"bfnx,bnus,btrx,cbse,krkn",etc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHKRW,Q22020,real_time,"bthb,cone,upbt",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHKRW_LDN,Q22020,index_fixing,"bthb,cone,upbt",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHKRW_NYC,Q22020,index_fixing,"bthb,cone,upbt",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHKRW_SGP,Q22020,index_fixing,"bthb,cone,upbt",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD,Q22020,real_time,"cbse,bfnx,krkn,stmp,lmax",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD_1S,Q22020,real_time,"cbse,bfnx,krkn,stmp,lmax",eth,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD_LDN,Q22020,index_fixing,"bfnx,cbse,krkn,lmax,stmp",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD_LDNLF,Q22020,index_fixing,"bfnx,cbse,krkn,lmax,stmp",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD_NYC,Q22020,index_fixing,"bfnx,cbse,krkn,lmax,stmp",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ETHUSD_SGP,Q22020,index_fixing,"bfnx,cbse,krkn,lmax,stmp",eth,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EURTUSD,Q22020,real_time,bfnx,eurt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EURTUSD_LDN,Q22020,index_fixing,bfnx,eurt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EURTUSD_NYC,Q22020,index_fixing,bfnx,eurt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EURTUSD_SGP,Q22020,index_fixing,bfnx,eurt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_EURUSDT_LDNLF,Q22020,index_fixing,"bequ,binc",eur,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FLRUSD,Q22020,real_time,cucy,flr,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FLRUSD_LDN,Q22020,index_fixing,cucy,flr,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FLRUSD_LDNLF,Q22020,index_fixing,cucy,flr,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FLRUSD_NYC,Q22020,index_fixing,cucy,flr,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FLRUSD_SGP,Q22020,index_fixing,cucy,flr,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FTTUSD,Q22020,real_time,"bfnx,ftxx",ftt,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FTTUSD_LDN,Q22020,index_fixing,"bfnx,ftxx",ftt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FTTUSD_NYC,Q22020,index_fixing,"bfnx,ftxx",ftt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FTTUSD_SGP,Q22020,index_fixing,"bfnx,ftxx",ftt,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FUNUSD,Q22020,real_time,bfnx,fun,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FUNUSD_LDN,Q22020,index_fixing,bfnx,fun,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FUNUSD_NYC,Q22020,index_fixing,bfnx,fun,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_FUNUSD_SGP,Q22020,index_fixing,bfnx,fun,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GASUSD,Q22020,real_time,cexi,gas,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GASUSD_LDN,Q22020,index_fixing,cexi,gas,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GASUSD_LDNLF,Q22020,index_fixing,cexi,gas,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GASUSD_NYC,Q22020,index_fixing,cexi,gas,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GASUSD_SGP,Q22020,index_fixing,cexi,gas,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GNOUSD,Q22020,real_time,"bfnx,krkn",gno,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GNOUSD_LDN,Q22020,index_fixing,"bfnx,krkn",gno,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GNOUSD_LDNLF,Q22020,index_fixing,"bfnx,krkn",gno,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GNOUSD_NYC,Q22020,index_fixing,"bfnx,krkn",gno,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GNOUSD_SGP,Q22020,index_fixing,"bfnx,krkn",gno,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GOOGLUSD,Q22020,real_time,cucy,googl,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GOOGLUSD_LDN,Q22020,index_fixing,cucy,googl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GOOGLUSD_NYC,Q22020,index_fixing,cucy,googl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GOOGLUSD_SGP,Q22020,index_fixing,cucy,googl,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GTXUSD,Q22020,real_time,bfnx,gtx,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GTXUSD_LDN,Q22020,index_fixing,bfnx,gtx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GTXUSD_NYC,Q22020,index_fixing,bfnx,gtx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GTXUSD_SGP,Q22020,index_fixing,bfnx,gtx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GUSDUSD,Q22020,real_time,"bfnx,cexi",gusd,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GUSDUSD_LDN,Q22020,index_fixing,"bfnx,cexi",gusd,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GUSDUSD_NYC,Q22020,index_fixing,"bfnx,cexi",gusd,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_GUSDUSD_SGP,Q22020,index_fixing,"bfnx,cexi",gusd,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HBARUSD,Q22020,real_time,"bnus,btrx,hitb,okcn,quon",hbar,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HBARUSD_LDN,Q22020,index_fixing,"bnus,btrx,hitb,okcn,quon",hbar,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HBARUSD_LDNLF,Q22020,index_fixing,"bnus,btrx,hitb,okcn,quon",hbar,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HBARUSD_NYC,Q22020,index_fixing,"bnus,btrx,hitb,okcn,quon",hbar,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HBARUSD_SGP,Q22020,index_fixing,"bnus,btrx,hitb,okcn,quon",hbar,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HIVEUSDT,Q22020,real_time,"binc,huob",hive,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HIVEUSDT_LDN,Q22020,index_fixing,"binc,huob",hive,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HIVEUSDT_NYC,Q22020,index_fixing,"binc,huob",hive,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_HIVEUSDT_SGP,Q22020,index_fixing,"binc,huob",hive,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ICXUSD,Q22020,real_time,"bnus,krkn",icx,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ICXUSD_LDN,Q22020,index_fixing,"bnus,krkn",icx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ICXUSD_NYC,Q22020,index_fixing,"bnus,krkn",icx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ICXUSD_SGP,Q22020,index_fixing,"bnus,krkn",icx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_IOTAUSD,Q22020,real_time,"bfnx,bnus",iota,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_IOTAUSD_LDN,Q22020,index_fixing,"bfnx,bnus",iota,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_IOTAUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus",iota,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_IOTAUSD_NYC,Q22020,index_fixing,"bfnx,bnus",iota,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_IOTAUSD_SGP,Q22020,index_fixing,"bfnx,bnus",iota,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KANUSD,Q22020,real_time,bfnx,kan,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KANUSD_LDN,Q22020,index_fixing,bfnx,kan,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KANUSD_NYC,Q22020,index_fixing,bfnx,kan,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KANUSD_SGP,Q22020,index_fixing,bfnx,kan,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KCSUSDT_LDNLF,Q22020,index_fixing,kcon,kcs,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KNCUSD,Q22020,real_time,cbse,knc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KNCUSD_LDN,Q22020,index_fixing,cbse,knc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KNCUSD_NYC,Q22020,index_fixing,cbse,knc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_KNCUSD_SGP,Q22020,index_fixing,cbse,knc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LEOUSD,Q22020,real_time,bfnx,leo,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LEOUSD_LDN,Q22020,index_fixing,bfnx,leo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LEOUSD_LDNLF,Q22020,index_fixing,bfnx,leo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LEOUSD_NYC,Q22020,index_fixing,bfnx,leo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LEOUSD_SGP,Q22020,index_fixing,bfnx,leo,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LINKUSD,Q22020,real_time,"bnus,cbse,gmni,krkn",link,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LINKUSD_LDN,Q22020,index_fixing,"bnus,cbse,gmni,krkn",link,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LINKUSD_LDNLF,Q22020,index_fixing,"bnus,cbse,gmni,krkn",link,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LINKUSD_NYC,Q22020,index_fixing,"bnus,cbse,gmni,krkn",link,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LINKUSD_SGP,Q22020,index_fixing,"bnus,cbse,gmni,krkn",link,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LOOMUSDT,Q22020,real_time,cnex,loom,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LOOMUSDT_LDN,Q22020,index_fixing,cnex,loom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LOOMUSDT_NYC,Q22020,index_fixing,cnex,loom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LOOMUSDT_SGP,Q22020,index_fixing,cnex,loom,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LRCUSD,Q22020,real_time,bfnx,lrc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LRCUSD_LDN,Q22020,index_fixing,bfnx,lrc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LRCUSD_NYC,Q22020,index_fixing,bfnx,lrc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LRCUSD_SGP,Q22020,index_fixing,bfnx,lrc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LSKUSD,Q22020,real_time,krkn,lsk,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LSKUSD_LDN,Q22020,index_fixing,krkn,lsk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LSKUSD_NYC,Q22020,index_fixing,krkn,lsk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LSKUSD_SGP,Q22020,index_fixing,krkn,lsk,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LTCUSD,Q22020,real_time,"bfnx,cbse,ftxx,krkn,stmp",ltc,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LTCUSD_LDN,Q22020,index_fixing,"bfnx,cbse,gmni,krkn,stmp",ltc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LTCUSD_LDNLF,Q22020,index_fixing,"bfnx,cbse,gmni,krkn,stmp",ltc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LTCUSD_NYC,Q22020,index_fixing,"bfnx,cbse,ftxx,gmni,stmp",ltc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LTCUSD_SGP,Q22020,index_fixing,"bfnx,btca,cbse,ftxx,stmp",ltc,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LYMUSD,Q22020,real_time,bfnx,lym,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LYMUSD_LDN,Q22020,index_fixing,bfnx,lym,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LYMUSD_NYC,Q22020,index_fixing,bfnx,lym,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_LYMUSD_SGP,Q22020,index_fixing,bfnx,lym,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MANAUSD,Q22020,real_time,bfnx,mana,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MANAUSD_LDN,Q22020,index_fixing,bfnx,mana,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MANAUSD_LDNLF,Q22020,index_fixing,bfnx,mana,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MANAUSD_NYC,Q22020,index_fixing,bfnx,mana,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MANAUSD_SGP,Q22020,index_fixing,bfnx,mana,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD,Q22020,real_time,cexi,matic,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD_1S,Q22020,real_time,cexi,matic,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD_LDN,Q22020,index_fixing,cexi,matic,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD_LDNLF,Q22020,index_fixing,cexi,matic,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD_NYC,Q22020,index_fixing,cexi,matic,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MATICUSD_SGP,Q22020,index_fixing,cexi,matic,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_MKRUSD,Q22020,real_time,bfnx,mkr,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
